player_name,slump_id,slump_length,games_to_recover,slump_avg_fga,recovery_fga,pct_change_fga
Klay Thompson,Klay Thompson_8,2,2.0,13.0,17.0,0.3076923076923077
Klay Thompson,Klay Thompson_13,1,1.0,11.0,15.0,0.36363636363636365
Klay Thompson,Klay Thompson_15,3,3.0,8.333333333333334,9.0,0.07999999999999992
Klay Thompson,Klay Thompson_27,1,1.0,17.0,11.0,-0.35294117647058826
Klay Thompson,Klay Thompson_30,1,1.0,16.0,10.0,-0.375
Klay Thompson,Klay Thompson_32,1,1.0,6.0,19.0,2.1666666666666665
Klay Thompson,Klay Thompson_36,2,2.0,6.0,4.0,-0.3333333333333333
Klay Thompson,Klay Thompson_42,2,2.0,10.5,17.0,0.6190476190476191
Klay Thompson,Klay Thompson_45,1,1.0,14.0,15.0,0.07142857142857142
Klay Thompson,Klay Thompson_47,2,2.0,15.0,8.0,-0.4666666666666667
Klay Thompson,Klay Thompson_53,3,3.0,16.666666666666668,20.0,0.19999999999999993
Klay Thompson,Klay Thompson_59,1,1.0,16.0,15.0,-0.0625
Klay Thompson,Klay Thompson_62,2,2.0,10.0,10.0,0.0
Klay Thompson,Klay Thompson_66,1,1.0,16.0,11.0,-0.3125
Klay Thompson,Klay Thompson_68,1,1.0,3.0,10.0,2.3333333333333335
Kyle Kuzma,Kyle Kuzma_5,1,1.0,28.0,14.0,-0.5
Kyle Kuzma,Kyle Kuzma_17,5,5.0,12.4,12.0,-0.03225806451612906
Kyle Kuzma,Kyle Kuzma_23,3,3.0,13.333333333333334,24.0,0.7999999999999999
Kyle Kuzma,Kyle Kuzma_27,3,3.0,13.0,24.0,0.8461538461538461
Kyle Kuzma,Kyle Kuzma_39,3,3.0,11.666666666666666,10.0,-0.14285714285714282
Kyle Kuzma,Kyle Kuzma_44,6,6.0,10.5,16.0,0.5238095238095238
Kyle Kuzma,Kyle Kuzma_53,3,3.0,14.0,17.0,0.21428571428571427
Kyle Kuzma,Kyle Kuzma_59,1,1.0,13.0,13.0,0.0
Kyrie Irving,Kyrie Irving_0,2,2.0,19.5,14.0,-0.28205128205128205
Kyrie Irving,Kyrie Irving_14,6,6.0,21.333333333333332,16.0,-0.24999999999999994
Kyrie Irving,Kyrie Irving_24,1,1.0,25.0,14.0,-0.44
Kyrie Irving,Kyrie Irving_27,1,1.0,21.0,26.0,0.23809523809523808
Kyrie Irving,Kyrie Irving_30,1,1.0,18.0,19.0,0.05555555555555555
Kyrie Irving,Kyrie Irving_35,1,1.0,23.0,9.0,-0.6086956521739131
Kyrie Irving,Kyrie Irving_41,2,2.0,20.0,25.0,0.25
Kyrie Irving,Kyrie Irving_45,1,1.0,18.0,27.0,0.5
Kyrie Irving,Kyrie Irving_47,2,2.0,23.5,4.0,-0.8297872340425532
LaMelo Ball,LaMelo Ball_3,1,1.0,20.0,25.0,0.25
LaMelo Ball,LaMelo Ball_13,3,3.0,26.0,30.0,0.15384615384615385
LaMelo Ball,LaMelo Ball_19,1,1.0,32.0,18.0,-0.4375
LaMelo Ball,LaMelo Ball_31,2,2.0,15.5,19.0,0.22580645161290322
LaMelo Ball,LaMelo Ball_34,8,8.0,18.25,13.0,-0.2876712328767123
LaMelo Ball,LaMelo Ball_43,3,3.0,20.0,13.0,-0.35
LeBron James,LeBron James_0,1,1.0,16.0,13.0,-0.1875
LeBron James,LeBron James_3,1,1.0,14.0,13.0,-0.07142857142857142
LeBron James,LeBron James_11,2,2.0,15.5,17.0,0.0967741935483871
LeBron James,LeBron James_15,6,6.0,18.0,18.0,0.0
LeBron James,LeBron James_23,2,2.0,19.0,24.0,0.2631578947368421
LeBron James,LeBron James_37,4,4.0,20.0,16.0,-0.2
LeBron James,LeBron James_54,1,1.0,17.0,18.0,0.058823529411764705
LeBron James,LeBron James_60,4,4.0,16.25,15.0,-0.07692307692307693
Luka Dončić,Luka Dončić_0,1,1.0,25.0,25.0,0.0
Luka Dončić,Luka Dončić_2,3,3.0,24.666666666666668,22.0,-0.10810810810810816
Luka Dončić,Luka Dončić_12,1,1.0,16.0,16.0,0.0
Luka Dončić,Luka Dončić_18,1,1.0,15.0,23.0,0.5333333333333333
Luka Dončić,Luka Dončić_22,3,3.0,15.0,22.0,0.4666666666666667
Luka Dončić,Luka Dončić_26,3,3.0,19.666666666666668,17.0,-0.1355932203389831
Luka Dončić,Luka Dončić_33,1,1.0,26.0,27.0,0.038461538461538464
Luka Dončić,Luka Dončić_36,1,1.0,20.0,21.0,0.05
Luka Dončić,Luka Dončić_41,1,1.0,22.0,18.0,-0.18181818181818182
Luka Dončić,Luka Dončić_43,2,2.0,16.5,21.0,0.2727272727272727
Malik Beasley,Malik Beasley_0,1,1.0,13.0,11.0,-0.15384615384615385
Malik Beasley,Malik Beasley_3,6,6.0,11.333333333333334,14.0,0.23529411764705876
Malik Beasley,Malik Beasley_18,1,1.0,16.0,6.0,-0.625
Malik Beasley,Malik Beasley_22,1,1.0,10.0,16.0,0.6
Malik Beasley,Malik Beasley_25,1,1.0,7.0,18.0,1.5714285714285714
Malik Beasley,Malik Beasley_27,2,2.0,20.5,15.0,-0.2682926829268293
Malik Beasley,Malik Beasley_32,2,2.0,11.5,17.0,0.4782608695652174
Malik Beasley,Malik Beasley_35,1,1.0,10.0,17.0,0.7
Malik Beasley,Malik Beasley_37,1,1.0,21.0,10.0,-0.5238095238095238
Malik Beasley,Malik Beasley_40,1,1.0,10.0,9.0,-0.1
Malik Beasley,Malik Beasley_50,1,1.0,8.0,23.0,1.875
Malik Beasley,Malik Beasley_57,1,1.0,10.0,15.0,0.5
Malik Beasley,Malik Beasley_59,1,1.0,18.0,10.0,-0.4444444444444444
Malik Beasley,Malik Beasley_61,1,1.0,17.0,12.0,-0.29411764705882354
Malik Beasley,Malik Beasley_64,1,1.0,11.0,10.0,-0.09090909090909091
Malik Beasley,Malik Beasley_68,1,1.0,14.0,11.0,-0.21428571428571427
Malik Beasley,Malik Beasley_75,5,5.0,14.8,16.0,0.08108108108108103
Malik Monk,Malik Monk_3,2,2.0,10.0,16.0,0.6
Malik Monk,Malik Monk_18,1,1.0,11.0,19.0,0.7272727272727273
Malik Monk,Malik Monk_21,2,2.0,15.0,11.0,-0.26666666666666666
Malik Monk,Malik Monk_25,1,1.0,14.0,12.0,-0.14285714285714285
Malik Monk,Malik Monk_29,3,3.0,22.0,19.0,-0.13636363636363635
Malik Monk,Malik Monk_35,1,1.0,13.0,21.0,0.6153846153846154
Malik Monk,Malik Monk_41,6,6.0,16.666666666666668,11.0,-0.34
Malik Monk,Malik Monk_48,2,2.0,13.0,13.0,0.0
Malik Monk,Malik Monk_53,2,2.0,15.5,17.0,0.0967741935483871
Malik Monk,Malik Monk_59,3,3.0,12.0,12.0,0.0
Michael Porter Jr.,Michael Porter Jr._0,3,3.0,14.0,11.0,-0.21428571428571427
Michael Porter Jr.,Michael Porter Jr._11,2,2.0,16.5,12.0,-0.2727272727272727
Michael Porter Jr.,Michael Porter Jr._15,1,1.0,17.0,15.0,-0.11764705882352941
Michael Porter Jr.,Michael Porter Jr._20,1,1.0,14.0,17.0,0.21428571428571427
Michael Porter Jr.,Michael Porter Jr._25,1,1.0,8.0,12.0,0.5
Michael Porter Jr.,Michael Porter Jr._34,1,1.0,13.0,12.0,-0.07692307692307693
Michael Porter Jr.,Michael Porter Jr._36,2,2.0,14.5,9.0,-0.3793103448275862
Michael Porter Jr.,Michael Porter Jr._40,1,1.0,13.0,9.0,-0.3076923076923077
Michael Porter Jr.,Michael Porter Jr._46,1,1.0,8.0,14.0,0.75
Michael Porter Jr.,Michael Porter Jr._48,1,1.0,14.0,22.0,0.5714285714285714
Michael Porter Jr.,Michael Porter Jr._52,2,2.0,12.5,16.0,0.28
Michael Porter Jr.,Michael Porter Jr._55,1,1.0,22.0,15.0,-0.3181818181818182
Michael Porter Jr.,Michael Porter Jr._57,3,3.0,11.666666666666666,19.0,0.6285714285714287
Michael Porter Jr.,Michael Porter Jr._62,5,5.0,13.0,10.0,-0.23076923076923078
Michael Porter Jr.,Michael Porter Jr._68,2,2.0,17.0,9.0,-0.47058823529411764
Michael Porter Jr.,Michael Porter Jr._73,1,1.0,14.0,14.0,0.0
Michael Porter Jr.,Michael Porter Jr._75,1,1.0,8.0,12.0,0.5
Mikal Bridges,Mikal Bridges_3,7,7.0,13.571428571428571,15.0,0.10526315789473686
Mikal Bridges,Mikal Bridges_13,6,6.0,14.666666666666666,19.0,0.2954545454545455
Mikal Bridges,Mikal Bridges_32,1,1.0,15.0,17.0,0.13333333333333333
Mikal Bridges,Mikal Bridges_35,5,5.0,14.0,13.0,-0.07142857142857142
Mikal Bridges,Mikal Bridges_42,1,1.0,17.0,17.0,0.0
Mikal Bridges,Mikal Bridges_44,1,1.0,13.0,15.0,0.15384615384615385
Mikal Bridges,Mikal Bridges_47,3,3.0,16.0,13.0,-0.1875
Mikal Bridges,Mikal Bridges_51,2,2.0,11.0,8.0,-0.2727272727272727
Mikal Bridges,Mikal Bridges_54,3,3.0,14.0,18.0,0.2857142857142857
Mikal Bridges,Mikal Bridges_58,4,4.0,11.5,12.0,0.043478260869565216
Mikal Bridges,Mikal Bridges_67,2,2.0,12.0,20.0,0.6666666666666666
Mikal Bridges,Mikal Bridges_71,2,2.0,20.0,22.0,0.1
Mikal Bridges,Mikal Bridges_74,2,2.0,11.0,13.0,0.18181818181818182
Mikal Bridges,Mikal Bridges_78,1,1.0,15.0,10.0,-0.3333333333333333
Miles Bridges,Miles Bridges_0,1,1.0,11.0,17.0,0.5454545454545454
Miles Bridges,Miles Bridges_3,4,4.0,11.5,14.0,0.21739130434782608
Miles Bridges,Miles Bridges_11,1,1.0,16.0,19.0,0.1875
Miles Bridges,Miles Bridges_13,2,2.0,14.5,17.0,0.1724137931034483
Miles Bridges,Miles Bridges_18,4,4.0,19.75,15.0,-0.24050632911392406
Miles Bridges,Miles Bridges_33,1,1.0,17.0,18.0,0.058823529411764705
Miles Bridges,Miles Bridges_36,3,3.0,18.666666666666668,23.0,0.23214285714285707
Miles Bridges,Miles Bridges_42,3,3.0,17.0,20.0,0.17647058823529413
Miles Bridges,Miles Bridges_52,2,2.0,13.5,12.0,-0.1111111111111111
Miles Bridges,Miles Bridges_55,4,4.0,18.25,17.0,-0.0684931506849315
Myles Turner,Myles Turner_2,3,3.0,11.0,17.0,0.5454545454545454
Myles Turner,Myles Turner_6,2,2.0,15.0,15.0,0.0
Myles Turner,Myles Turner_9,2,2.0,9.0,23.0,1.5555555555555556
Myles Turner,Myles Turner_16,3,3.0,12.0,9.0,-0.25
Myles Turner,Myles Turner_22,2,2.0,8.5,8.0,-0.058823529411764705
Myles Turner,Myles Turner_28,2,2.0,10.0,8.0,-0.2
Myles Turner,Myles Turner_35,1,1.0,9.0,10.0,0.1111111111111111
Myles Turner,Myles Turner_40,2,2.0,14.5,10.0,-0.3103448275862069
Myles Turner,Myles Turner_56,1,1.0,12.0,13.0,0.08333333333333333
Myles Turner,Myles Turner_58,2,2.0,9.5,11.0,0.15789473684210525
Myles Turner,Myles Turner_62,1,1.0,10.0,9.0,-0.1
Myles Turner,Myles Turner_69,2,2.0,11.0,4.0,-0.6363636363636364
Naji Marshall,Naji Marshall_0,4,4.0,4.5,3.0,-0.3333333333333333
Naji Marshall,Naji Marshall_5,1,1.0,5.0,9.0,0.8
Naji Marshall,Naji Marshall_10,1,1.0,6.0,14.0,1.3333333333333333
Naji Marshall,Naji Marshall_12,1,1.0,9.0,6.0,-0.3333333333333333
Naji Marshall,Naji Marshall_19,1,1.0,5.0,11.0,1.2
Naji Marshall,Naji Marshall_21,1,1.0,12.0,8.0,-0.3333333333333333
Naji Marshall,Naji Marshall_23,2,2.0,4.5,3.0,-0.3333333333333333
Naji Marshall,Naji Marshall_26,3,3.0,11.666666666666666,12.0,0.028571428571428623
Naji Marshall,Naji Marshall_33,5,5.0,9.4,15.0,0.5957446808510638
Naji Marshall,Naji Marshall_46,2,2.0,9.0,13.0,0.4444444444444444
Naji Marshall,Naji Marshall_53,1,1.0,15.0,15.0,0.0
Naji Marshall,Naji Marshall_55,2,2.0,17.5,12.0,-0.3142857142857143
Naji Marshall,Naji Marshall_63,1,1.0,6.0,14.0,1.3333333333333333
Naz Reid,Naz Reid_7,1,1.0,7.0,11.0,0.5714285714285714
Naz Reid,Naz Reid_14,2,2.0,8.5,14.0,0.6470588235294118
Naz Reid,Naz Reid_17,2,2.0,8.0,11.0,0.375
Naz Reid,Naz Reid_20,6,6.0,8.166666666666666,11.0,0.3469387755102042
Naz Reid,Naz Reid_30,1,1.0,11.0,14.0,0.2727272727272727
Naz Reid,Naz Reid_35,1,1.0,16.0,9.0,-0.4375
Naz Reid,Naz Reid_47,1,1.0,10.0,19.0,0.9
Naz Reid,Naz Reid_50,1,1.0,16.0,16.0,0.0
Naz Reid,Naz Reid_52,2,2.0,14.5,18.0,0.2413793103448276
Naz Reid,Naz Reid_57,4,4.0,17.75,18.0,0.014084507042253521
Naz Reid,Naz Reid_66,2,2.0,9.5,16.0,0.6842105263157895
Naz Reid,Naz Reid_69,2,2.0,12.0,13.0,0.08333333333333333
Naz Reid,Naz Reid_73,1,1.0,3.0,9.0,2.0
Naz Reid,Naz Reid_75,1,1.0,10.0,12.0,0.2
Naz Reid,Naz Reid_77,1,1.0,13.0,6.0,-0.5384615384615384
Nic Claxton,Nic Claxton_1,1,1.0,4.0,6.0,0.5
Nic Claxton,Nic Claxton_5,3,3.0,5.0,5.0,0.0
Nic Claxton,Nic Claxton_10,1,1.0,3.0,9.0,2.0
Nic Claxton,Nic Claxton_18,2,2.0,9.0,5.0,-0.4444444444444444
Nic Claxton,Nic Claxton_22,4,4.0,9.25,11.0,0.1891891891891892
Nic Claxton,Nic Claxton_29,1,1.0,10.0,11.0,0.1
Nic Claxton,Nic Claxton_32,2,2.0,9.5,4.0,-0.5789473684210527
Nic Claxton,Nic Claxton_36,2,2.0,10.0,8.0,-0.2
Nic Claxton,Nic Claxton_46,2,2.0,11.0,11.0,0.0
Nic Claxton,Nic Claxton_51,3,3.0,7.666666666666667,5.0,-0.3478260869565218
Nic Claxton,Nic Claxton_58,2,2.0,6.0,5.0,-0.16666666666666666
Nic Claxton,Nic Claxton_61,1,1.0,9.0,11.0,0.2222222222222222
Nic Claxton,Nic Claxton_64,2,2.0,6.5,10.0,0.5384615384615384
Nikola Jokić,Nikola Jokić_0,1,1.0,13.0,26.0,1.0
Nikola Jokić,Nikola Jokić_6,2,2.0,21.0,13.0,-0.38095238095238093
Nikola Jokić,Nikola Jokić_12,1,1.0,20.0,19.0,-0.05
Nikola Jokić,Nikola Jokić_14,1,1.0,24.0,24.0,0.0
Nikola Jokić,Nikola Jokić_16,1,1.0,26.0,39.0,0.5
Nikola Jokić,Nikola Jokić_20,1,1.0,19.0,18.0,-0.05263157894736842
Nikola Jokić,Nikola Jokić_24,1,1.0,19.0,19.0,0.0
Nikola Jokić,Nikola Jokić_27,1,1.0,33.0,16.0,-0.5151515151515151
Nikola Jokić,Nikola Jokić_29,1,1.0,36.0,35.0,-0.027777777777777776
Nikola Jokić,Nikola Jokić_32,1,1.0,13.0,7.0,-0.46153846153846156
Nikola Jokić,Nikola Jokić_40,1,1.0,15.0,16.0,0.06666666666666667
Nikola Jokić,Nikola Jokić_48,1,1.0,20.0,22.0,0.1
Nikola Jokić,Nikola Jokić_50,1,1.0,7.0,14.0,1.0
Nikola Jokić,Nikola Jokić_55,1,1.0,18.0,22.0,0.2222222222222222
Nikola Jokić,Nikola Jokić_57,1,1.0,23.0,20.0,-0.13043478260869565
Nikola Jokić,Nikola Jokić_60,1,1.0,16.0,30.0,0.875
Nikola Jokić,Nikola Jokić_63,1,1.0,18.0,29.0,0.6111111111111112
Nikola Jokić,Nikola Jokić_66,1,1.0,33.0,12.0,-0.6363636363636364
Nikola Jokić,Nikola Jokić_68,1,1.0,19.0,10.0,-0.47368421052631576
Nikola Vučević,Nikola Vučević_4,1,1.0,16.0,11.0,-0.3125
Nikola Vučević,Nikola Vučević_15,1,1.0,15.0,14.0,-0.06666666666666667
Nikola Vučević,Nikola Vučević_19,1,1.0,20.0,16.0,-0.2
Nikola Vučević,Nikola Vučević_27,2,2.0,17.5,13.0,-0.2571428571428571
Nikola Vučević,Nikola Vučević_30,6,6.0,17.5,12.0,-0.3142857142857143
Nikola Vučević,Nikola Vučević_39,1,1.0,14.0,25.0,0.7857142857142857
Nikola Vučević,Nikola Vučević_42,2,2.0,12.0,12.0,0.0
Nikola Vučević,Nikola Vučević_45,2,2.0,16.0,12.0,-0.25
Nikola Vučević,Nikola Vučević_49,4,4.0,12.5,12.0,-0.04
Nikola Vučević,Nikola Vučević_57,1,1.0,6.0,10.0,0.6666666666666666
Nikola Vučević,Nikola Vučević_59,1,1.0,15.0,17.0,0.13333333333333333
Nikola Vučević,Nikola Vučević_63,1,1.0,12.0,10.0,-0.16666666666666666
Nikola Vučević,Nikola Vučević_66,1,1.0,12.0,12.0,0.0
Norman Powell,Norman Powell_0,1,1.0,16.0,21.0,0.3125
Norman Powell,Norman Powell_4,1,1.0,21.0,14.0,-0.3333333333333333
Norman Powell,Norman Powell_11,3,3.0,15.333333333333334,15.0,-0.021739130434782646
Norman Powell,Norman Powell_17,2,2.0,16.0,16.0,0.0
Norman Powell,Norman Powell_21,1,1.0,22.0,20.0,-0.09090909090909091
Norman Powell,Norman Powell_26,1,1.0,11.0,16.0,0.45454545454545453
Norman Powell,Norman Powell_41,1,1.0,20.0,18.0,-0.1
Norman Powell,Norman Powell_49,1,1.0,12.0,12.0,0.0
Norman Powell,Norman Powell_51,1,1.0,9.0,24.0,1.6666666666666667
Norman Powell,Norman Powell_54,1,1.0,11.0,11.0,0.0
Norman Powell,Norman Powell_56,2,2.0,16.0,11.0,-0.3125
OG Anunoby,OG Anunoby_0,3,3.0,10.666666666666666,6.0,-0.43749999999999994
OG Anunoby,OG Anunoby_7,1,1.0,12.0,14.0,0.16666666666666666
OG Anunoby,OG Anunoby_10,1,1.0,14.0,17.0,0.21428571428571427
OG Anunoby,OG Anunoby_17,3,3.0,12.0,10.0,-0.16666666666666666
OG Anunoby,OG Anunoby_23,5,5.0,12.8,15.0,0.17187499999999994
OG Anunoby,OG Anunoby_29,4,4.0,11.0,16.0,0.45454545454545453
OG Anunoby,OG Anunoby_35,2,2.0,11.5,13.0,0.13043478260869565
OG Anunoby,OG Anunoby_38,4,4.0,11.25,10.0,-0.1111111111111111
OG Anunoby,OG Anunoby_49,4,4.0,11.25,18.0,0.6
OG Anunoby,OG Anunoby_56,1,1.0,15.0,15.0,0.0
OG Anunoby,OG Anunoby_60,3,3.0,15.666666666666666,12.0,-0.23404255319148934
Obi Toppin,Obi Toppin_0,1,1.0,2.0,6.0,2.0
Obi Toppin,Obi Toppin_8,2,2.0,4.0,10.0,1.5
Obi Toppin,Obi Toppin_11,1,1.0,8.0,13.0,0.625
Obi Toppin,Obi Toppin_13,2,2.0,7.5,6.0,-0.2
Obi Toppin,Obi Toppin_16,1,1.0,8.0,3.0,-0.625
Obi Toppin,Obi Toppin_18,1,1.0,5.0,10.0,1.0
Obi Toppin,Obi Toppin_23,1,1.0,11.0,11.0,0.0
Obi Toppin,Obi Toppin_30,1,1.0,3.0,9.0,2.0
Obi Toppin,Obi Toppin_35,5,5.0,6.4,7.0,0.09374999999999994
Obi Toppin,Obi Toppin_41,2,2.0,4.0,11.0,1.75
Obi Toppin,Obi Toppin_45,2,2.0,5.5,8.0,0.45454545454545453
Obi Toppin,Obi Toppin_48,1,1.0,8.0,19.0,1.375
Obi Toppin,Obi Toppin_53,1,1.0,8.0,4.0,-0.5
Obi Toppin,Obi Toppin_57,3,3.0,6.333333333333333,2.0,-0.6842105263157895
Obi Toppin,Obi Toppin_62,1,1.0,9.0,19.0,1.1111111111111112
Obi Toppin,Obi Toppin_65,2,2.0,7.5,10.0,0.3333333333333333
Obi Toppin,Obi Toppin_72,1,1.0,8.0,4.0,-0.5
Obi Toppin,Obi Toppin_75,1,1.0,10.0,7.0,-0.3
Obi Toppin,Obi Toppin_77,1,1.0,8.0,6.0,-0.25
Onyeka Okongwu,Onyeka Okongwu_2,2,2.0,7.0,5.0,-0.2857142857142857
Onyeka Okongwu,Onyeka Okongwu_6,2,2.0,6.5,5.0,-0.23076923076923078
Onyeka Okongwu,Onyeka Okongwu_11,1,1.0,9.0,5.0,-0.4444444444444444
Onyeka Okongwu,Onyeka Okongwu_13,3,3.0,8.666666666666666,7.0,-0.19230769230769226
Onyeka Okongwu,Onyeka Okongwu_28,3,3.0,6.333333333333333,14.0,1.210526315789474
Onyeka Okongwu,Onyeka Okongwu_35,1,1.0,7.0,8.0,0.14285714285714285
Onyeka Okongwu,Onyeka Okongwu_38,1,1.0,9.0,4.0,-0.5555555555555556
Onyeka Okongwu,Onyeka Okongwu_44,3,3.0,8.333333333333334,10.0,0.19999999999999993
Onyeka Okongwu,Onyeka Okongwu_51,1,1.0,15.0,12.0,-0.2
Onyeka Okongwu,Onyeka Okongwu_54,1,1.0,7.0,8.0,0.14285714285714285
Onyeka Okongwu,Onyeka Okongwu_58,1,1.0,12.0,10.0,-0.16666666666666666
Onyeka Okongwu,Onyeka Okongwu_64,2,2.0,13.0,8.0,-0.38461538461538464
Onyeka Okongwu,Onyeka Okongwu_69,1,1.0,4.0,18.0,3.5
P.J. Washington,P.J. Washington_1,2,2.0,10.5,13.0,0.23809523809523808
P.J. Washington,P.J. Washington_4,1,1.0,6.0,4.0,-0.3333333333333333
P.J. Washington,P.J. Washington_6,2,2.0,6.5,13.0,1.0
P.J. Washington,P.J. Washington_9,1,1.0,9.0,15.0,0.6666666666666666
P.J. Washington,P.J. Washington_18,1,1.0,12.0,7.0,-0.4166666666666667
P.J. Washington,P.J. Washington_21,1,1.0,11.0,8.0,-0.2727272727272727
P.J. Washington,P.J. Washington_23,1,1.0,8.0,5.0,-0.375
P.J. Washington,P.J. Washington_26,3,3.0,16.0,14.0,-0.125
P.J. Washington,P.J. Washington_31,3,3.0,10.0,8.0,-0.2
P.J. Washington,P.J. Washington_35,1,1.0,15.0,22.0,0.4666666666666667
Paolo Banchero,Paolo Banchero_1,2,2.0,12.5,26.0,1.08
Paolo Banchero,Paolo Banchero_8,2,2.0,18.0,19.0,0.05555555555555555
Paolo Banchero,Paolo Banchero_11,6,6.0,20.5,15.0,-0.2682926829268293
Paolo Banchero,Paolo Banchero_19,1,1.0,17.0,22.0,0.29411764705882354
Paolo Banchero,Paolo Banchero_23,1,1.0,21.0,12.0,-0.42857142857142855
Paolo Banchero,Paolo Banchero_34,1,1.0,22.0,21.0,-0.045454545454545456
Pascal Siakam,Pascal Siakam_1,1,1.0,11.0,11.0,0.0
Pascal Siakam,Pascal Siakam_9,1,1.0,13.0,11.0,-0.15384615384615385
Pascal Siakam,Pascal Siakam_11,1,1.0,14.0,11.0,-0.21428571428571427
Pascal Siakam,Pascal Siakam_13,1,1.0,20.0,14.0,-0.3
Pascal Siakam,Pascal Siakam_17,1,1.0,13.0,20.0,0.5384615384615384
Pascal Siakam,Pascal Siakam_19,4,4.0,14.25,15.0,0.05263157894736842
Pascal Siakam,Pascal Siakam_24,1,1.0,8.0,11.0,0.375
Pascal Siakam,Pascal Siakam_27,1,1.0,22.0,14.0,-0.36363636363636365
Pascal Siakam,Pascal Siakam_35,2,2.0,16.5,17.0,0.030303030303030304
Pascal Siakam,Pascal Siakam_39,1,1.0,21.0,16.0,-0.23809523809523808
Pascal Siakam,Pascal Siakam_48,1,1.0,14.0,19.0,0.35714285714285715
Pascal Siakam,Pascal Siakam_52,5,5.0,14.4,21.0,0.4583333333333333
Pascal Siakam,Pascal Siakam_59,1,1.0,19.0,18.0,-0.05263157894736842
Pascal Siakam,Pascal Siakam_61,2,2.0,15.5,15.0,-0.03225806451612903
Pascal Siakam,Pascal Siakam_67,4,4.0,14.0,8.0,-0.42857142857142855
Pascal Siakam,Pascal Siakam_72,3,3.0,13.666666666666666,16.0,0.1707317073170732
Payton Pritchard,Payton Pritchard_0,1,1.0,10.0,11.0,0.1
Payton Pritchard,Payton Pritchard_5,1,1.0,6.0,15.0,1.5
Payton Pritchard,Payton Pritchard_11,1,1.0,8.0,13.0,0.625
Payton Pritchard,Payton Pritchard_13,1,1.0,8.0,9.0,0.125
Payton Pritchard,Payton Pritchard_22,1,1.0,3.0,12.0,3.0
Payton Pritchard,Payton Pritchard_27,4,4.0,9.75,13.0,0.3333333333333333
Payton Pritchard,Payton Pritchard_33,1,1.0,8.0,10.0,0.25
Payton Pritchard,Payton Pritchard_35,4,4.0,8.0,11.0,0.375
Payton Pritchard,Payton Pritchard_43,2,2.0,11.5,4.0,-0.6521739130434783
Payton Pritchard,Payton Pritchard_48,1,1.0,4.0,7.0,0.75
Payton Pritchard,Payton Pritchard_52,2,2.0,10.5,18.0,0.7142857142857143
Payton Pritchard,Payton Pritchard_55,1,1.0,5.0,17.0,2.4
Payton Pritchard,Payton Pritchard_62,4,4.0,9.5,11.0,0.15789473684210525
Payton Pritchard,Payton Pritchard_71,3,3.0,8.333333333333334,5.0,-0.4
Payton Pritchard,Payton Pritchard_77,1,1.0,17.0,11.0,-0.35294117647058826
